,JTXX_ID,ZXSZK,JKZK,CJDJ,CJLB,LDJN,SFSW,SFZP
22263,14274,0.0,4,0,0.0,0,1,0
22262,14274,0.0,4,0,0.0,0,1,0
22264,14275,0.0,4,0,0.0,0,1,0
22265,14276,0.0,4,4,3.0,0,1,0
22266,14277,0.0,4,2,4.0,0,1,0
22267,14278,0.0,4,2,2.0,0,1,0
22268,14278,0.0,4,0,0.0,0,1,0
22270,14279,0.0,4,2,2.0,0,1,0
22271,14279,0.0,4,0,0.0,0,1,0
22272,14280,0.0,4,0,0.0,0,1,0
22273,14281,0.0,4,0,0.0,0,1,0
22274,14281,0.0,4,0,0.0,0,1,0
22275,14282,0.0,4,2,1.0,0,1,0
22276,14282,0.0,4,1,5.0,0,1,0
22277,14283,0.0,4,3,2.0,0,1,0
22278,14284,0.0,4,0,0.0,0,1,0
22279,14285,0.0,4,0,0.0,0,1,0
22281,14285,0.0,4,0,0.0,0,1,0
22282,14285,0.0,4,0,0.0,0,1,0
22283,14286,0.0,4,0,0.0,0,1,0
22284,14287,0.0,4,0,0.0,0,1,0
22285,14287,0.0,4,0,0.0,0,1,0
22286,14288,0.0,4,0,0.0,0,1,0
22287,14289,0.0,4,1,4.0,0,1,0
22288,14290,0.0,4,0,0.0,0,1,0
22289,14291,0.0,4,0,0.0,0,1,0
22290,14292,0.0,4,3,2.0,0,1,0
22292,14293,0.0,4,0,0.0,0,1,0
22293,14294,0.0,4,0,0.0,0,1,0
22294,14295,0.0,4,0,0.0,0,1,0
22295,14296,0.0,4,1,7.0,0,1,0
22296,14297,0.0,4,2,1.0,0,1,0
22297,14298,0.0,4,0,0.0,0,1,0
22794,14299,0.0,4,0,0.0,0,1,0
22793,14299,0.0,4,0,0.0,0,1,0
22795,14300,0.0,4,0,0.0,0,1,0
23129,14301,0.0,4,0,0.0,0,1,0
23131,14302,0.0,4,2,3.0,0,1,0
23133,14303,0.0,4,0,0.0,0,1,0
25834,14303,0.0,4,0,0.0,0,1,0
23132,14303,0.0,4,0,0.0,0,1,0
25835,14304,0.0,4,1,3.0,0,1,0
25836,14305,0.0,4,4,3.0,0,1,0
25837,14306,0.0,4,0,0.0,0,1,0
25838,14307,0.0,4,4,4.0,0,1,0
25840,14307,0.0,4,4,1.0,0,1,0
25839,14307,0.0,4,3,1.0,0,1,0
25842,14308,0.0,4,2,3.0,0,1,0
25843,14309,0.0,4,2,6.0,0,1,0
25844,14310,0.0,4,0,0.0,0,1,0
25845,14311,0.0,4,3,3.0,0,1,0
25846,14311,0.0,4,0,0.0,0,1,0
25847,14312,0.0,4,2,4.0,0,1,0
25848,14313,0.0,4,0,0.0,0,1,0
25849,14314,0.0,4,1,1.0,0,1,0
25850,14315,0.0,4,0,0.0,0,1,0
25851,14316,0.0,4,3,3.0,0,1,0
25853,14316,0.0,4,3,3.0,0,1,0
25854,14317,0.0,4,0,0.0,0,1,0
25855,14318,0.0,4,3,2.0,0,1,0
52966,14319,0.0,4,0,0.0,0,0,0
25856,14320,0.0,4,0,0.0,0,1,0
25857,14321,0.0,4,2,2.0,0,1,0
25858,14322,0.0,4,0,0.0,0,1,0
25859,14323,0.0,4,0,0.0,0,1,0
25860,14324,0.0,4,1,6.0,0,1,0
25861,14324,0.0,4,0,0.0,0,1,0
25863,14324,0.0,4,0,0.0,0,1,0
25865,14325,0.0,4,0,0.0,0,1,0
25864,14325,0.0,4,0,0.0,0,1,0
25866,14326,0.0,4,0,0.0,0,1,0
25867,14327,0.0,4,2,1.0,0,1,0
25868,14328,0.0,4,2,1.0,0,1,0
25869,14329,0.0,4,0,0.0,0,1,0
25870,14329,0.0,4,4,4.0,0,1,0
25871,14330,0.0,4,0,0.0,0,1,0
25872,14330,0.0,4,0,0.0,0,1,0
25874,14331,0.0,4,0,0.0,0,1,0
25875,14333,0.0,4,2,1.0,0,1,0
25876,14334,0.0,4,4,1.0,0,1,0
25878,14335,0.0,4,0,0.0,0,1,0
25877,14335,0.0,4,0,0.0,0,1,0
25879,14336,0.0,4,0,0.0,0,1,0
25880,14337,0.0,4,0,0.0,0,1,0
25881,14338,0.0,4,0,0.0,0,1,0
25882,14339,0.0,4,0,0.0,0,1,0
25884,14340,0.0,4,0,0.0,0,1,0
25885,14341,0.0,4,0,0.0,0,1,0
25886,14342,0.0,4,0,0.0,0,1,0
26382,14343,0.0,4,0,0.0,0,1,0
25887,14343,0.0,4,0,0.0,0,1,0
25888,14343,0.0,4,0,0.0,0,1,0
26383,14344,0.0,4,0,0.0,0,1,0
26384,14344,0.0,4,0,0.0,0,1,0
26385,14345,0.0,4,0,0.0,0,1,0
26386,14346,0.0,4,0,0.0,0,1,0
26389,14347,0.0,4,3,1.0,0,1,0
26390,14348,0.0,4,0,0.0,0,1,0
26391,14349,0.0,4,1,1.0,0,1,0
26392,14350,0.0,4,0,0.0,0,1,0
26393,14350,0.0,4,0,0.0,0,1,0
26394,14351,0.0,4,3,1.0,0,1,0
26395,14352,0.0,4,0,0.0,0,1,0
26396,14353,0.0,4,0,0.0,0,1,0
26398,14354,0.0,4,0,0.0,0,1,0
26397,14354,0.0,4,0,0.0,0,1,0
26729,14355,0.0,4,0,0.0,0,1,0
22005,14356,0.0,4,2,1.0,0,1,0
22006,14357,0.0,4,2,2.0,0,1,0
22007,14358,0.0,4,0,0.0,0,1,0
22008,14358,0.0,4,0,0.0,0,1,0
22009,14359,0.0,4,0,0.0,0,1,0
22010,14360,0.0,4,0,0.0,0,1,0
22011,14361,0.0,4,0,0.0,0,1,0
22012,14362,0.0,4,0,0.0,0,1,0
22013,14363,0.0,4,0,0.0,0,1,0
22348,14364,0.0,4,0,0.0,0,1,0
22349,14364,0.0,4,0,0.0,0,1,0
22350,14365,0.0,4,2,7.0,0,1,0
22351,14366,0.0,4,0,0.0,0,1,0
22352,14367,0.0,4,0,0.0,0,1,0
22353,14368,0.0,4,0,0.0,0,1,0
22354,14369,0.0,4,0,0.0,0,1,0
22355,14370,0.0,4,0,0.0,0,1,0
22356,14371,0.0,4,0,0.0,0,1,0
22357,14372,0.0,4,2,4.0,0,1,0
22359,14372,0.0,4,3,1.0,0,1,0
22360,14373,0.0,4,0,0.0,0,1,0
22361,14374,0.0,4,0,0.0,0,1,0
22362,14375,0.0,4,0,0.0,0,1,0
22364,14376,0.0,4,1,4.0,0,1,0
22363,14376,0.0,4,0,0.0,0,1,0
22365,14377,0.0,4,2,3.0,0,1,0
22366,14377,0.0,4,2,3.0,0,1,0
22367,14378,0.0,4,0,0.0,0,1,0
22368,14379,0.0,4,0,0.0,0,1,0
22370,14380,0.0,4,2,2.0,0,1,0
22371,14381,0.0,4,0,0.0,0,1,0
22372,14383,0.0,4,1,4.0,0,1,0
22373,14384,0.0,4,2,4.0,0,1,0
22374,14384,0.0,4,3,1.0,0,1,0
22375,14385,0.0,4,2,5.0,0,1,0
22376,14386,0.0,4,0,0.0,0,1,0
22377,14387,0.0,4,3,5.0,0,1,0
22378,14388,0.0,4,4,1.0,0,1,0
22380,14389,0.0,4,0,0.0,0,1,0
22381,14390,0.0,4,0,0.0,0,1,0
22382,14390,0.0,4,0,0.0,0,1,0
22383,14391,0.0,4,3,1.0,0,1,0
22846,14391,0.0,4,0,0.0,0,1,0
22847,14392,0.0,4,1,1.0,0,1,0
22848,14392,0.0,4,0,0.0,0,1,0
22849,14393,0.0,4,0,0.0,0,1,0
22850,14393,0.0,4,0,0.0,0,1,0
22852,14395,0.0,4,0,0.0,0,1,0
22853,14395,0.0,4,0,0.0,0,1,0
22855,14396,0.0,4,1,7.0,0,1,0
22854,14396,0.0,4,1,5.0,0,1,0
22856,14397,0.0,4,2,1.0,0,1,0
22857,14398,0.0,4,0,0.0,0,1,0
22858,14399,0.0,4,0,0.0,0,1,0
22859,14400,0.0,4,0,0.0,0,1,0
22860,14401,0.0,4,0,0.0,0,1,0
22861,14402,0.0,4,0,0.0,0,1,0
22863,14403,0.0,4,0,0.0,0,1,0
22864,14404,0.0,4,0,0.0,0,1,0
22865,14405,0.0,4,0,0.0,0,1,0
22866,14405,0.0,4,0,0.0,0,1,0
22867,14406,0.0,4,0,0.0,0,1,0
22868,14407,0.0,4,0,0.0,0,1,0
22869,14408,0.0,4,0,0.0,0,1,0
22871,14409,0.0,4,0,0.0,0,1,0
22870,14409,0.0,4,0,0.0,0,1,0
22872,14410,0.0,4,0,0.0,0,1,0
22874,14411,0.0,4,0,0.0,0,1,0
22876,14412,0.0,4,0,0.0,0,1,0
22875,14412,0.0,4,2,2.0,0,1,0
22877,14413,0.0,4,0,0.0,0,1,0
22878,14414,0.0,4,0,0.0,0,1,0
23225,14415,0.0,4,2,2.0,0,1,0
23226,14415,0.0,4,3,2.0,0,1,0
23227,14416,0.0,4,2,5.0,0,1,0
23228,14417,0.0,4,0,0.0,0,1,0
23232,14418,0.0,4,0,0.0,0,1,0
23231,14418,0.0,4,0,0.0,0,1,0
23229,14418,0.0,4,0,0.0,0,1,0
23233,14419,0.0,4,0,0.0,0,1,0
23234,14420,0.0,4,0,0.0,0,1,0
23235,14420,0.0,4,4,1.0,0,1,0
23236,14422,0.0,4,0,0.0,0,1,0
23237,14423,0.0,4,0,0.0,0,1,0
23238,14424,0.0,4,0,0.0,0,1,0
23577,14425,0.0,4,0,0.0,0,1,0
23574,14425,0.0,4,0,0.0,0,1,0
23578,14426,0.0,4,0,0.0,0,1,0
23579,14427,0.0,4,0,0.0,0,1,0
23580,14428,0.0,4,0,0.0,0,1,0
23581,14429,0.0,4,0,0.0,0,1,0
23582,14430,0.0,4,0,0.0,0,1,0
23585,14431,0.0,4,0,0.0,0,1,0
23584,14431,0.0,4,0,0.0,0,1,0
23583,14431,0.0,4,0,0.0,0,1,0
23588,14432,0.0,4,0,0.0,0,1,0
23586,14432,0.0,4,0,0.0,0,1,0
23589,14433,0.0,4,1,3.0,0,1,0
23591,14434,0.0,4,0,0.0,0,1,0
23590,14434,0.0,4,0,0.0,0,1,0
23592,14435,0.0,4,0,0.0,0,1,0
23593,14436,0.0,4,0,0.0,0,1,0
23594,14437,0.0,4,0,0.0,0,1,0
23595,14437,0.0,4,0,0.0,0,1,0
23596,14438,0.0,4,1,3.0,0,1,0
23597,14439,0.0,4,0,0.0,0,1,0
23599,14440,0.0,4,0,0.0,0,1,0
24090,14440,0.0,4,0,0.0,0,1,0
24091,14441,0.0,4,0,0.0,0,1,0
24092,14442,0.0,4,0,0.0,0,1,0
24093,14443,0.0,4,0,0.0,0,1,0
24094,14444,0.0,4,4,3.0,0,1,0
24095,14445,0.0,4,2,1.0,0,1,0
24096,14446,0.0,4,2,3.0,0,1,0
24097,14447,0.0,4,2,1.0,0,1,0
24098,14448,0.0,4,3,4.0,0,1,0
24100,14449,0.0,4,0,0.0,0,1,0
24101,14450,0.0,4,0,0.0,0,1,0
24102,14451,0.0,4,0,0.0,0,1,0
24103,14452,0.0,4,2,6.0,0,1,0
24105,14453,0.0,4,3,3.0,0,1,0
24104,14453,0.0,4,3,3.0,0,1,0
24106,14454,0.0,4,0,0.0,0,1,0
24107,14455,0.0,4,0,0.0,0,1,0
24108,14457,0.0,4,2,1.0,0,1,0
24110,14458,0.0,4,0,0.0,0,1,0
24111,14459,0.0,4,0,0.0,0,1,0
24112,14460,0.0,4,2,4.0,0,1,0
24113,14461,0.0,4,0,0.0,0,1,0
24114,14462,0.0,4,0,0.0,0,1,0
24115,14462,0.0,4,0,0.0,0,1,0
24116,14463,0.0,4,0,0.0,0,1,0
24117,14464,0.0,4,3,2.0,0,1,0
24118,14465,0.0,4,0,0.0,0,1,0
24119,14466,0.0,4,4,1.0,0,1,0
26804,14467,0.0,4,0,0.0,0,1,0
26805,14468,0.0,4,3,2.0,0,1,0
26807,14469,0.0,4,1,3.0,0,1,0
26806,14469,0.0,4,0,0.0,0,1,0
26808,14470,0.0,4,2,1.0,0,1,0
26809,14471,0.0,4,3,3.0,0,1,0
26810,14472,0.0,4,0,0.0,0,1,0
26811,14473,0.0,4,0,0.0,0,1,0
26812,14474,0.0,4,1,3.0,0,1,0
26813,14475,0.0,4,0,0.0,0,1,0
26815,14476,0.0,4,3,1.0,0,1,0
26816,14477,0.0,4,0,0.0,0,1,0
26817,14478,0.0,4,2,2.0,0,1,0
26818,14479,0.0,4,0,0.0,0,1,0
26820,14480,0.0,4,0,0.0,0,1,0
26819,14480,0.0,4,0,0.0,0,1,0
26821,14481,0.0,4,2,5.0,0,1,0
26822,14482,0.0,4,2,2.0,0,1,0
26823,14482,0.0,4,0,0.0,0,1,0
26824,14483,0.0,4,0,0.0,0,1,0
26827,14484,0.0,4,2,1.0,0,1,0
26826,14484,0.0,4,2,1.0,0,1,0
26829,14485,0.0,4,0,0.0,0,1,0
26828,14485,0.0,4,2,1.0,0,1,0
27632,14486,0.0,4,0,0.0,0,1,0
27633,14487,0.0,4,0,0.0,0,1,0
27634,14487,0.0,4,0,0.0,0,1,0
27635,14488,0.0,4,0,0.0,0,1,0
27636,14488,0.0,4,0,0.0,0,1,0
27637,14489,0.0,4,0,0.0,0,1,0
27639,14490,0.0,4,0,0.0,0,1,0
27640,14491,0.0,4,2,1.0,0,1,0
27642,14492,0.0,4,0,0.0,0,1,0
27641,14492,0.0,4,4,2.0,0,1,0
27643,14493,0.0,4,2,1.0,0,1,0
27644,14494,0.0,4,2,3.0,0,1,0
27645,14495,0.0,4,0,0.0,0,1,0
27646,14495,0.0,4,0,0.0,0,1,0
27647,14496,0.0,4,0,0.0,0,1,0
27648,14497,0.0,4,2,1.0,0,1,0
27650,14498,0.0,4,0,0.0,0,1,0
27651,14499,0.0,4,2,3.0,0,1,0
27652,14500,0.0,4,0,0.0,0,1,0
27653,14500,0.0,4,0,0.0,0,1,0
27654,14501,0.0,4,0,0.0,0,1,0
27655,14501,0.0,4,0,0.0,0,1,0
27656,14502,0.0,4,0,0.0,0,1,0
27657,14502,0.0,4,0,0.0,0,1,0
27658,14503,0.0,4,0,0.0,0,1,0
27659,14504,0.0,4,0,0.0,0,1,0
27662,14505,0.0,4,0,0.0,0,1,0
27663,14506,0.0,4,0,0.0,0,1,0
27664,14507,0.0,4,0,0.0,0,1,0
27665,14508,0.0,4,0,0.0,0,1,0
27667,14509,0.0,4,0,0.0,0,1,0
27666,14509,0.0,4,2,1.0,0,1,0
27668,14510,0.0,4,3,1.0,0,1,0
27669,14511,0.0,4,0,0.0,0,1,0
27670,14512,0.0,4,0,0.0,0,1,0
27673,14513,0.0,4,0,0.0,0,1,0
27671,14513,0.0,4,0,0.0,0,1,0
27675,14514,0.0,4,0,0.0,0,1,0
27674,14514,0.0,4,0,0.0,0,1,0
27676,14515,0.0,4,0,0.0,0,1,0
27677,14516,0.0,4,0,0.0,0,1,0
27678,14516,0.0,4,2,5.0,0,1,0
27680,14517,0.0,4,0,0.0,0,1,0
27679,14517,0.0,4,0,0.0,0,1,0
27682,14518,0.0,4,0,0.0,0,1,0
27681,14518,0.0,4,0,0.0,0,1,0
27685,14519,0.0,4,2,5.0,0,1,0
27684,14519,0.0,4,2,5.0,0,1,0
27686,14520,0.0,4,2,1.0,0,1,0
27687,14521,0.0,4,2,3.0,0,1,0
23290,14521,0.0,4,2,3.0,0,1,0
23291,14522,0.0,4,0,0.0,0,1,0
23292,14523,0.0,4,3,1.0,0,1,0
23293,14524,0.0,4,2,1.0,0,1,0
23294,14525,0.0,4,0,0.0,0,1,0
23295,14525,0.0,4,1,1.0,0,1,0
23297,14526,0.0,4,1,1.0,0,1,0
23298,14527,0.0,4,0,0.0,0,1,0
23300,14528,0.0,4,1,5.0,0,1,0
23299,14528,0.0,4,1,5.0,0,1,0
23301,14529,0.0,4,0,0.0,0,1,0
23302,14530,0.0,4,0,0.0,0,1,0
23303,14531,0.0,4,0,0.0,0,1,0
23964,14532,0.0,4,3,1.0,0,1,0
23965,14533,0.0,4,2,1.0,0,1,0
23966,14534,0.0,4,2,3.0,0,1,0
23968,14534,0.0,4,3,3.0,0,1,0
23969,14535,0.0,4,3,1.0,0,1,0
23970,14535,0.0,4,2,1.0,0,1,0
23972,14536,0.0,4,0,0.0,0,1,0
23971,14536,0.0,4,2,7.0,0,1,0
23973,14537,0.0,4,0,0.0,0,1,0
23974,14538,0.0,4,2,3.0,0,1,0
23975,14539,0.0,4,2,2.0,0,1,0
23976,14540,0.0,4,0,0.0,0,1,0
23977,14541,0.0,4,0,0.0,0,1,0
23979,14542,0.0,4,2,1.0,0,1,0
23980,14543,0.0,4,2,5.0,0,1,0
23981,14544,0.0,4,3,2.0,0,1,0
23982,14545,0.0,4,2,1.0,0,1,0
23983,14546,0.0,4,0,0.0,0,1,0
23984,14547,0.0,4,0,0.0,0,1,0
23985,14548,0.0,4,2,2.0,0,1,0
23986,14548,0.0,4,0,0.0,0,1,0
23987,14549,0.0,4,0,0.0,0,1,0
23988,14550,0.0,4,3,2.0,0,1,0
23990,14551,0.0,4,0,0.0,0,1,0
23991,14553,0.0,4,0,0.0,0,1,0
23992,14554,0.0,4,0,0.0,0,1,0
23993,14555,0.0,4,0,0.0,0,1,0
23994,14556,0.0,4,0,0.0,0,1,0
23995,14557,0.0,4,2,1.0,0,1,0
23996,14558,0.0,4,0,0.0,0,1,0
23999,14560,0.0,4,0,0.0,0,1,0
23997,14560,0.0,4,3,1.0,0,1,0
24000,14561,0.0,4,3,2.0,0,1,0
24001,14562,0.0,4,0,0.0,0,1,0
24002,14563,0.0,4,0,0.0,0,1,0
24003,14564,0.0,4,3,1.0,0,1,0
24004,14565,0.0,4,0,0.0,0,1,0
24005,14566,0.0,4,0,0.0,0,1,0
24006,14567,0.0,4,0,0.0,0,1,0
24007,14568,0.0,4,0,0.0,0,1,0
24533,14569,0.0,4,0,0.0,0,1,0
24535,14570,0.0,4,0,0.0,0,1,0
25378,14571,0.0,4,0,0.0,0,1,0
25379,14572,0.0,4,0,0.0,0,1,0
52967,14573,0.0,4,0,0.0,0,0,0
25380,14574,0.0,4,0,0.0,0,1,0
25381,14575,0.0,4,2,1.0,0,1,0
25382,14576,0.0,4,0,0.0,0,1,0
25383,14577,0.0,4,2,1.0,0,1,0
25384,14578,0.0,4,2,5.0,0,1,0
25385,14579,0.0,4,0,0.0,0,1,0
25387,14580,0.0,4,3,2.0,0,1,0
25388,14581,0.0,4,3,1.0,0,1,0
25389,14582,0.0,4,0,0.0,0,1,0
25390,14583,0.0,4,2,2.0,0,1,0
25391,14584,0.0,4,2,5.0,0,1,0
25392,14585,0.0,4,0,0.0,0,1,0
25394,14586,0.0,4,2,1.0,0,1,0
25393,14586,0.0,4,3,1.0,0,1,0
25395,14587,0.0,4,2,5.0,0,1,0
25399,14588,0.0,4,0,0.0,0,1,0
25396,14588,0.0,4,3,1.0,0,1,0
25401,14589,0.0,4,0,0.0,0,1,0
25400,14589,0.0,4,4,1.0,0,1,0
25403,14590,0.0,4,0,0.0,0,1,0
25402,14590,0.0,4,2,3.0,0,1,0
25404,14591,0.0,4,2,1.0,0,1,0
25405,14592,0.0,4,3,1.0,0,1,0
25406,14592,0.0,4,0,0.0,0,1,0
25408,14593,0.0,4,0,0.0,0,1,0
25407,14593,0.0,4,0,0.0,0,1,0
25411,14594,0.0,4,2,1.0,0,1,0
25410,14594,0.0,4,0,0.0,0,1,0
25413,14595,0.0,4,0,0.0,0,1,0
25412,14595,0.0,4,0,0.0,0,1,0
25414,14596,0.0,4,0,0.0,0,1,0
25415,14597,0.0,4,0,0.0,0,1,0
25416,14598,0.0,4,0,0.0,0,1,0
25417,14599,0.0,4,0,0.0,0,1,0
25418,14600,0.0,4,2,1.0,0,1,0
25421,14601,0.0,4,0,0.0,0,1,0
25419,14601,0.0,4,3,1.0,0,1,0
25423,14602,0.0,4,0,0.0,0,1,0
25422,14602,0.0,4,0,0.0,0,1,0
25424,14603,0.0,4,0,0.0,0,1,0
25425,14604,0.0,4,0,0.0,0,1,0
25426,14605,0.0,4,0,0.0,0,1,0
25427,14606,0.0,4,3,1.0,0,1,0
25428,14606,0.0,4,3,1.0,0,1,0
25429,14607,0.0,4,0,0.0,0,1,0
25430,14608,0.0,4,0,0.0,0,1,0
25432,14609,0.0,4,0,0.0,0,1,0
25433,14610,0.0,4,3,1.0,0,1,0
25434,14611,0.0,4,0,0.0,0,1,0
25435,14611,0.0,4,3,1.0,0,1,0
25436,14612,0.0,4,0,0.0,0,1,0
25437,14613,0.0,4,3,1.0,0,1,0
25438,14614,0.0,4,0,0.0,0,1,0
25439,14615,0.0,4,2,6.0,0,1,0
25440,14616,0.0,4,2,2.0,0,1,0
21543,14616,0.0,4,0,0.0,0,1,0
25441,14616,0.0,4,1,2.0,0,1,0
21544,14617,0.0,4,0,0.0,0,1,0
21545,14617,0.0,4,0,0.0,0,1,0
21546,14618,0.0,4,0,0.0,0,1,0
21547,14619,0.0,4,0,0.0,0,1,0
21548,14620,0.0,4,0,0.0,0,1,0
21549,14621,0.0,4,0,0.0,0,1,0
21550,14622,0.0,4,0,0.0,0,1,0
21551,14623,0.0,4,3,2.0,0,1,0
21554,14624,0.0,4,0,0.0,0,1,0
21552,14624,0.0,4,3,1.0,0,1,0
21556,14625,0.0,4,0,0.0,0,1,0
21555,14625,0.0,4,0,0.0,0,1,0
21558,14626,0.0,4,0,0.0,0,1,0
21557,14626,0.0,4,0,0.0,0,1,0
21559,14627,0.0,4,2,2.0,0,1,0
21560,14628,0.0,4,0,0.0,0,1,0
21898,14629,0.0,4,0,0.0,0,1,0
21899,14630,0.0,4,2,2.0,0,1,0
21900,14631,0.0,4,2,2.0,0,1,0
21902,14632,0.0,4,3,6.0,0,1,0
21903,14633,0.0,4,3,1.0,0,1,0
21904,14634,0.0,4,0,0.0,0,1,0
21906,14635,0.0,4,4,1.0,0,1,0
21905,14635,0.0,4,2,1.0,0,1,0
21907,14636,0.0,4,3,1.0,0,1,0
21908,14637,0.0,4,0,0.0,0,1,0
21909,14638,0.0,4,0,0.0,0,1,0
21910,14639,0.0,4,2,1.0,0,1,0
21911,14640,0.0,4,0,0.0,0,1,0
21913,14641,0.0,4,3,7.0,0,1,0
21914,14642,0.0,4,0,0.0,0,1,0
21915,14643,0.0,4,4,2.0,0,1,0
21916,14644,0.0,4,0,0.0,0,1,0
21917,14645,0.0,4,0,0.0,0,1,0
21918,14646,0.0,4,0,0.0,0,1,0
21920,14648,0.0,4,0,0.0,0,1,0
21919,14648,0.0,4,2,1.0,0,1,0
21921,14649,0.0,4,2,1.0,0,1,0
21923,14650,0.0,4,0,0.0,0,1,0
21924,14650,0.0,4,0,0.0,0,1,0
21925,14651,0.0,4,0,0.0,0,1,0
21927,14652,0.0,4,2,1.0,0,1,0
21926,14652,0.0,4,0,0.0,0,1,0
21929,14653,0.0,4,0,0.0,0,1,0
21928,14653,0.0,4,2,1.0,0,1,0
21930,14654,0.0,4,0,0.0,0,1,0
21931,14655,0.0,4,0,0.0,0,1,0
21932,14655,0.0,4,0,0.0,0,1,0
21934,14656,0.0,4,0,0.0,0,1,0
21935,14657,0.0,4,0,0.0,0,1,0
22437,14657,0.0,4,0,0.0,0,1,0
22438,14658,0.0,4,0,0.0,0,1,0
22439,14659,0.0,4,0,0.0,0,1,0
22441,14660,0.0,4,0,0.0,0,1,0
22440,14660,0.0,4,0,0.0,0,1,0
22442,14661,0.0,4,0,0.0,0,1,0
22443,14662,0.0,4,0,0.0,0,1,0
22444,14663,0.0,4,0,0.0,0,1,0
24427,14664,0.0,4,2,3.0,0,1,0
24428,14665,0.0,4,0,0.0,0,1,0
24430,14666,0.0,4,0,0.0,0,1,0
24429,14666,0.0,4,0,0.0,0,1,0
24431,14667,0.0,4,0,0.0,0,1,0
24433,14668,0.0,4,0,0.0,0,1,0
24434,14668,0.0,4,0,0.0,0,1,0
24432,14668,0.0,4,0,0.0,0,1,0
24435,14669,0.0,4,0,0.0,0,1,0
24436,14670,0.0,4,1,1.0,0,1,0
24438,14670,0.0,4,0,0.0,0,1,0
24440,14671,0.0,4,2,1.0,0,1,0
24439,14671,0.0,4,2,1.0,0,1,0
24441,14672,0.0,4,0,0.0,0,1,0
24442,14673,0.0,4,3,1.0,0,1,0
24443,14673,0.0,4,2,1.0,0,1,0
24444,14674,0.0,4,2,1.0,0,1,0
24445,14675,0.0,4,0,0.0,0,1,0
24446,14676,0.0,4,2,5.0,0,1,0
24450,14677,0.0,4,0,0.0,0,1,0
24449,14677,0.0,4,0,0.0,0,1,0
24447,14677,0.0,4,1,4.0,0,1,0
24451,14678,0.0,4,0,0.0,0,1,0
24452,14679,0.0,4,2,1.0,0,1,0
24453,14680,0.0,4,0,0.0,0,1,0
24454,14681,0.0,4,2,6.0,0,1,0
24455,14681,0.0,4,0,0.0,0,1,0
24456,14682,0.0,4,3,1.0,0,1,0
24457,14683,0.0,4,2,1.0,0,1,0
24458,14684,0.0,4,4,1.0,0,1,0
24460,14684,0.0,4,0,0.0,0,1,0
24461,14685,0.0,4,0,0.0,0,1,0
24462,14685,0.0,4,0,0.0,0,1,0
24463,14686,0.0,4,2,2.0,0,1,0
24464,14686,0.0,4,4,2.0,0,1,0
24465,14687,0.0,4,0,0.0,0,1,0
24466,14687,0.0,4,2,1.0,0,1,0
24467,14688,0.0,4,0,0.0,0,1,0
24468,14689,0.0,4,1,6.0,0,1,0
24469,14689,0.0,4,1,6.0,0,1,0
24472,14690,0.0,4,1,6.0,0,1,0
24471,14690,0.0,4,2,5.0,0,1,0
24800,14691,0.0,4,0,0.0,0,1,0
24801,14691,0.0,4,0,0.0,0,1,0
24802,14692,0.0,4,2,2.0,0,1,0
24803,14693,0.0,4,0,0.0,0,1,0
24804,14694,0.0,4,0,0.0,0,1,0
24805,14694,0.0,4,4,3.0,0,1,0
24806,14695,0.0,4,0,0.0,0,1,0
24807,14695,0.0,4,0,0.0,0,1,0
24809,14696,0.0,4,2,4.0,0,1,0
24810,14697,0.0,4,0,0.0,0,1,0
24811,14698,0.0,4,4,1.0,0,1,0
24813,14699,0.0,4,0,0.0,0,1,0
24812,14699,0.0,4,0,0.0,0,1,0
24814,14700,0.0,4,2,2.0,0,1,0
25359,14701,0.0,4,3,2.0,0,1,0
24816,14702,0.0,4,0,0.0,0,1,0
24818,14703,0.0,4,0,0.0,0,1,0
24820,14703,0.0,4,0,0.0,0,1,0
24817,14703,0.0,4,2,2.0,0,1,0
24822,14704,0.0,4,0,0.0,0,1,0
24821,14704,0.0,4,4,1.0,0,1,0
24823,14705,0.0,4,0,0.0,0,1,0
24824,14705,0.0,4,0,0.0,0,1,0
24825,14706,0.0,4,0,0.0,0,1,0
24826,14706,0.0,4,2,4.0,0,1,0
24827,14707,0.0,4,0,0.0,0,1,0
24828,14708,0.0,4,2,1.0,0,1,0
24829,14709,0.0,4,0,0.0,0,1,0
25715,14710,0.0,4,2,7.0,0,1,0
25716,14711,0.0,4,1,4.0,0,1,0
25717,14712,0.0,4,0,0.0,0,1,0
25718,14713,0.0,4,3,1.0,0,1,0
25719,14714,0.0,4,1,4.0,0,1,0
25720,14715,0.0,4,0,0.0,0,1,0
25721,14716,0.0,4,0,0.0,0,1,0
25722,14717,0.0,4,0,0.0,0,1,0
25723,14718,0.0,4,0,0.0,0,1,0
25724,14719,0.0,4,3,1.0,0,1,0
25726,14720,0.0,4,0,0.0,0,1,0
25727,14721,0.0,4,3,1.0,0,1,0
25728,14722,0.0,4,4,3.0,0,1,0
25729,14723,0.0,4,3,2.0,0,1,0
25730,14724,0.0,4,2,6.0,0,1,0
25731,14725,0.0,4,0,0.0,0,1,0
25732,14726,0.0,4,0,0.0,0,1,0
25733,14727,0.0,4,0,0.0,0,1,0
25734,14728,0.0,4,0,0.0,0,1,0
25735,14728,0.0,4,3,1.0,0,1,0
25737,14728,0.0,4,2,2.0,0,1,0
25738,14729,0.0,4,0,0.0,0,1,0
